Comments,ContentDatabase,ContentTypeORListID,CustomFieldId,CustomFieldInternalName,CustomFieldListTitle,CustomFieldScope,CustomFieldTitle,CustomFieldType,DeleteTransactionId,FeatureID,FeatureName,isFromFeature,ListCreatedDate,SiteCollection,SolutionID,SolutionName,Source,WebApplication,WebUrl
From All Lists Table,Portal_Content_01,a57ff6c6-f5d8-4668-a136-1a79548e99d6,a3067688-f0ad-4f3a-8f5b-b80583769989,OOTB_SiteCol1,ListTeam4Cols,N/A,ootb_sitecol1,FavoriteColorField,0x,N/A,N/A,N/A,9/2/2015 9:50:19 PM,https://intranet.poc.com/sites/RajTeam4,N/A,customfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/RajTeam4
From All Lists Table,Portal_Content_01,e2b29258-5016-42de-b382-96fdf7322330,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,ListTeam4AllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/2/2015 9:48:02 PM,https://intranet.poc.com/sites/RajTeam4,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/RajTeam4
From All Lists Table,Portal_Content_01,67b1fa71-1823-41d2-ba7f-73fd072a5387,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,List_Sub11,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,10/8/2015 10:18:08 PM,https://intranet.poc.com/sites/RajTeam4,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/RajTeam4/Sub1/Sub11
From All Lists Table,Portal_Content_01,894651a3-6597-4948-aded-d706a591a8d9,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,List_Sub1,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,10/8/2015 10:19:21 PM,https://intranet.poc.com/sites/RajTeam4,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/RajTeam4/Sub1
From All Lists Table,Portal_Content_01,368ceb22-3d77-4ed3-b77a-67e45a2e169a,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,ListA_Sub2,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,10/8/2015 10:20:28 PM,https://intranet.poc.com/sites/RajTeam4,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/RajTeam4/Sub2
From All Lists Table,Portal_Content_01,18a84434-306a-49cb-9513-6540d49a99d8,5f826bac-9aa5-4655-8944-1a064d7fb528,testEmailFieldType,testEmailCustomFieldType,N/A,testemailfieldtype,Email,0x,N/A,N/A,N/A,12/16/2014 6:36:41 PM,https://intranet.poc.com/sites/KTContosoPublishingSite,N/A,customfieldtype_email.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/KTContosoPublishingSite
From All Lists Table,Portal_Content_02,fe5c4eb1-273d-4047-bb16-5d318eedeb35,a9976e67-bafe-4c75-ba0a-7836c9c8824a,Email,TestEmailFieldType,N/A,email,Email,0x,N/A,N/A,N/A,11/12/2014 10:43:08 PM,https://intranet.poc.com/sites/TestContosoTeamSite_bckup2,N/A,customfieldtype_email.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite_bckup2
ContentTypes Table,Team_Content_01,0x01002069D80D8A1048CF94FE0B30A3B9C3B5,4dc28099-41ce-4a49-affe-68e8c0789ecb,DivTestCustomSiteColumnCFT,N/A,https://teams.poc.com/sites/divTestSite,divtestcustomsitecolumncft,DivTestFileType,0x,0a489b2b-0b0e-4810-93a7-b5bceb810561,DivCustomFieldType2Feature1,True,N/A,https://teams.poc.com/sites/divTestSite,N/A,divcustomfieldtype2.wsp,Content Type FieldRef,https://teams.poc.com/,https://teams.poc.com/sites/divTestSite
ContentTypes Table,Team_Content_01,0x010089EC8861D2E04CD0A8E875B2F8A809D3,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,N/A,https://teams.poc.com/sites/DTTesting,wsp_site column 1,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,True,N/A,https://teams.poc.com/sites/DTTesting,N/A,customfield.wsp,Content Type FieldRef,https://teams.poc.com/,https://teams.poc.com/sites/DTTesting
ContentTypes Table,Team_Content_01,0x010089EC8861D2E04CD0A8E875B2F8A809D3,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,N/A,https://teams.poc.com/sites/PreMtTesting,wsp_site column 1,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,True,N/A,https://teams.poc.com/sites/PreMtTesting,N/A,customfield.wsp,Content Type FieldRef,https://teams.poc.com/,https://teams.poc.com/sites/PreMtTesting
ContentTypes Table,Team_Content_01,0x0100B9786769468A4BA69F9F83BD4043A819,26894841-0a62-4bea-a96c-f67819acc4e4,BookNumber,N/A,https://teams.poc.com/sites/DTTesting,book number,ISBN,0x,91c431c2-6ca5-44c2-9b7c-f5ffc41b4554,ISBN_Field_Type Feature1,True,N/A,https://teams.poc.com/sites/DTTesting,N/A,isbn_field_type.wsp,Content Type FieldRef,https://teams.poc.com/,https://teams.poc.com/sites/DTTesting
From All Lists Table,Team_Content_01,da38ae7b-5c28-402b-8944-86b699ed3a6c,2c34ae3f-7c14-439e-ae8a-1be5802f129c,ISBN,CheckListOne,N/A,isbn,ISBN,0x,N/A,N/A,N/A,3/29/2016 7:47:26 AM,https://teams.poc.com/sites/DTTesting,N/A,isbn_field_type.wsp,List Column Field,https://teams.poc.com/,https://teams.poc.com/sites/DTTesting
